Trip code,Lance #,mammal code,Lights,Animal code,Latitude,Longitude,Species,Condition,State,Length,Sex,Young - length,Young - sex,Use,Sample?,Photo #s,Comments,photo link,photo link 2
287,3,182,,,09´17.675,80´36.253,1,1,5,,,,,,FALSE,,Manada de locos avistada,TC287-03 sighting,
292,2,186,,,,,1,1,5,,,,,,FALSE,,Aproximadamnete 300 - 400 ejemplares observados despues de terminar la tendida.,,
293,1,267,,gvh,,,3,2,2,,,,,6,FALSE,,"Regalo de otra embarcacion, sin cabeza, se desenmallo en el agua, no subio al bote.",,
293,5,191,,gvh-2200,08´41.000,80´07.000,1,2,2,161.00,1,,,1,TRUE,23,Las primeras carnadas de chancho marino utilizadas fueron de un chancho capturado por otra embarcacion que nos lo regalo sin cabeza.,,
293,5,192,,gvh-2201,08´41.000,80´07.000,1,2,2,,2,,,6,TRUE,,"Este animal se desenmallo en el agua, no se subio al bote.",,
293,5,193,,gvh-2202,08´42.000,80´08.000,1,2,2,209.00,1,,,,TRUE,22,,TC293-5-gvh2202 (D. delphis),
293,7,189,,gvh-2205,08´07.000,79´12.000,2,2,2,182.00,2,,,3,TRUE,19,"Cria de gvh-2204, no tenia dientes, aun se amamantaba con leche",,
293,7,190,,gvh-2206,08´07.000,79´12.000,2,2,2,96.00,1,,,3,TRUE,20,,,
294,6,187,,ass-,08´56.405,80´33.141,1,1,5,,,,,,FALSE,,"Avistado, manada de locos",,
294,7,188,,ass-,08´32.290,79´46.375,1,1,5,,,,,,FALSE,,"Avistado, manada de locos",,
299,3,194,,gvh,09´00.302,80´38.392,3,1,5,,,,,,FALSE,,"Avistado hora: 15:30, aproximadamente 300 - 400 individuos.",,
299,6,195,,gvh-,09´02.143,80´40.216,3,1,5,,,,,,FALSE,,"Avistadi antes de iniciar el calado, aproximadamente 100 individuos a las 08:00.",,
326,4,282,,gvh-2289,09'16.466,79'09.597,1,2,2,217.00,1,,,6,TRUE,1,,,
326,6,283,,gvh-2315,09'41.448,78'54.203,4,2,2,,2,,,6,TRUE,,se desenmallo en el agua por ser muy pesado,,
326,6,284,,gvh-2316,09'41.448,78'54.203,4,2,2,,2,,,6,TRUE,,se desenmallo en el agua por ser muy pesado,,
326,6,285,,gvh-2317,09'41.448,78'54.203,4,2,2,144.00,2,,,6,TRUE,1,"no tenia dientes, es posible que sea cria de gvh-2316",,
326,7,286,,gvh-2334,09'16.500,79'06.663,4,2,2,,1,,,6,TRUE,,"se desenmallo en el agua, gran tamanho y peso",,
333,1,287,,gvh-2390,09'59.636,79'06.371,4,2,2,228.00,2,,,6,TRUE,27,Recogida,,
333,3,288,,gvh-2418,10'09.607,78'46.226,4,2,2,132.00,2,,,6,TRUE,26,Bufeo tierno sin dientes,,
333,3,289,,gvh-2419,10'09.607,78'46.226,4,2,2,282.00,2,,,1,TRUE,25,,,
333,7,290,,gvh-2454,08'57.000,80'00.000,4,2,2,175.00,2,,,6,TRUE,22,,,
339,2,291,,gvh-2478,08'19.958,79'47.972,3,2,2,188.00,2,,,1,TRUE,18,,,
339,2,292,,gvh-2479,08'20.457,79'48.342,3,2,2,184.00,2,,,1,TRUE,17,,,
339,7,293,,gvh-2526,08'36.000,79'51.000,3,2,2,164.00,1,,,8,TRUE,9,,,
341,4,294,,ass-111,09'13.062,79'46.418,1,2,2,248.00,2,,,6,TRUE,1,,,
341,4,295,,ass-112,09'13.062,79'46.418,1,2,,,,,,6,TRUE,,,,
341,4,296,,ass-113,09'13.062,79'46.418,1,2,2,,,,,6,TRUE,,,,
341,5,297,,ass-115,08'38.607,80'03.862,4,2,2,177.00,2,,,6,TRUE,,,,
347,2,299,,ass-162,08'52.387,79'28.768,1,2,2,182.00,1,182.00,1,6,TRUE,1,,,
347,2,300,,ass-163,08'52.387,79'28.768,1,2,2,174.00,2,,,6,TRUE,,,,
358,1,302,,fcgo-05,06'29.000,80'26.358,2,2,2,125.00,1,,,1,FALSE,1,tambien se comio en el bote,,
358,1,303,,fcgo-6,06'29.000,80'26.358,2,2,2,135.00,2,,,1,FALSE,3 y 4,tambien se comio en el bote,,
358,2,301,,fcgo-07,06'39.605,80'41.745,1,2,2,179.00,2,,,1,FALSE,8,tambien se comio en el bote,,
358,5,305,,fcgo-08,06'31.814,80'32.413,3,2,2,152.00,1,,,1,FALSE,15,tambien se comio en el bote,TC358-fcgo (Delfin usado como carnada) San Jose aug08,
360,2,306,,afm-1,06'39.533,80'16.600,3,2,2,136.00,1,,,1,TRUE,1,,,
363,1,307,,,,,,,,,,,,,FALSE,,,,
363,4,308,,mgv-118,10'04.690,79'47.643,1,2,2,200.00,1,,,1,TRUE,,,,
363,4,309,,mgv-122,10'04.690,79'47.643,1,2,2,218.00,1,,,,TRUE,,,,
363,4,310,,mgv-124,10'04.690,79'47.643,1,2,2,212.00,2,,,1,TRUE,,,,
363,4,311,,mgv-125,10'04.690,79'47.643,1,2,2,214.00,1,,,1,FALSE,,,,
363,4,312,,mgv-126,10'04.690,79'47.643,1,2,2,246.00,1,,,1,TRUE,,,,
363,4,313,,mgv-127,10'04.690,79'47.643,1,2,2,203.00,1,,,1,TRUE,,,,
363,5,314,,mgv-135,10'21.239,79'54.886,1,2,2,190.00,2,,,1,TRUE,,,,
363,5,315,,mgv-136,10'21.239,79'54.886,1,2,2,110.00,1,,,1,TRUE,,,,
365,1,316,,gvh-2533,08'30.000,79'37.000,1,2,1,213.00,1,,,1,TRUE,7,,,
365,2,317,,gvh-2550,09'07.000,80'04.000,1,2,2,233.00,1,,,1,TRUE,6,,TC365-2-gvh2550 (D. delphis),
365,2,318,,gvh-2551,09'07.000,80'04.000,1,2,2,198.00,1,,,1,TRUE,,,,
365,2,320,,gvh-,09'07.000,80'04.000,1,1,2,205.00,1,,,5,FALSE,,,,
365,6,319,,gvh-2570,08'45.000,80'22.000,1,2,2,150.00,1,,,1,TRUE,,,,
368,2,333,,cemp-46,07'04.781,79'45.341,3,2,2,1.30,2,,,3,TRUE,"10,11",,,
370,3,334,,cemp-53,06'35.884,80'42.187,3,2,2,125.00,2,,,3,TRUE,10,,,
370,3,335,,cemp-53a,,,8,2,2,,,,,,FALSE,,Cayo en la red durante el recojo,,
371,1,326,,ccb-,,,8,1,5,,,,,,FALSE,,,,
371,1,327,,ccb-,5'24.833,80'58.862,8,1,5,,,,,,FALSE,,,,
371,2,328,,ccb-,5'24.692,80'59.078,8,1,5,,,,,,FALSE,,,,
373,3,329,,cemp-61,06'37.607,80'22.115,2,2,2,160.00,1,,,3,TRUE,22-24,"se observa gran santidad de locos por el rededor de la lancha, fotos 27,25,21,19",,
374,1,325,,gvh-2622,08'43.000,79'24.000,1,1,1,211.00,1,,,1,TRUE,,This individual was harpooned before the first set.,,
374,2,321,,gvh-2597,09'19.000,79'29.000,4,2,2,214.00,2,,,1,TRUE,,,,
374,2,322,,gvh-2598,09'19.000,79'29.000,4,2,2,191.00,1,,,1,TRUE,,,,
374,2,323,,gvh-2659,09'19.000,79.29.000,4,2,2,187.00,2,,,1,TRUE,,,,
374,6,324,,gvh-2608,09'24.000,80'04.000,1,2,2,202.00,1,,,1,TRUE,,,,
376,1,336,,,,,,,,,,,,,FALSE,,,,
388,5,332,,gvh-2840,08'40.,79'57.,4,1,5,,,,,,FALSE,,,,
392,3,339,,,,,,,,,,,,,FALSE,,,,
401,1,330,,gvh-2845,08'42.,79'30,1,2,2,215.00,2,,,6,TRUE,,,,
401,2,337,,gvh-,,,,,,,,,,,FALSE,,,,
401,7,338,,ghv-2845,08'42,79'30,1,2,2,215.00,2,,,6,TRUE,,,,
405,1,331,,gvh-2915,08'09.,79'58.,1,2,2,222.00,2,,,6,TRUE,,,,
408,3,340,,rm-03,,,3,1,1,,,,,4,FALSE,,Se llevo a puerto para venta,,
408,3,341,,rm-04,,,3,1,1,,,,,4,FALSE,,Se llevo la carne a puerto  para venta,,
408,3,342,,rm-05,,,3,1,1,,,,,4,FALSE,,Se llevo la carne a puerto  para venta,,
435,3,356,,,07'09.52,,1,1,5,,,,,,FALSE,,,,
435,6,346,,wsf-41,07'13.765,79'51.049,3,2,2,,2,,,3,TRUE,,,,
438,2,357,,wsf-53,07'06.165,79'58.777,1,2,2,123.00,2,,,6,TRUE,,,,
439,1,358,,slf-85,06'42.841,80'09.137,1,2,2,86.00,2,,,6,FALSE,,,,
439,1,359,,slf-86,06'31.990,80'09.408,1,2,2,75.00,2,,,6,FALSE,,,,
439,1,360,,slf-87,06'32.502,80'09.257,1,2,2,92.00,2,,,6,FALSE,,,,
439,1,361,,slf-88,06'34.320,80'09.299,1,2,2,88.00,2,,,6,FALSE,,,,
439,1,362,,slf-89,06'54.600,80'09.429,1,2,2,79.00,2,,,6,FALSE,,,,
441,4,363,,wsf-68,06'33.751,80'31.557,1,2,2,140.00,2,,,3,TRUE,,,,
444,1,364,,gvh-3109,08'24,79'04,2,2,2,151.00,2,,,1,TRUE,,,,
447,2,365,,gvh-3134,08'55,79'75,3,2,2,156.00,2,,,1,TRUE,,,,
450,1,366,,rbh-46,08'28,79'02,1,2,1,208.00,1,,,1,TRUE,,Arponeado durante la navegacion.,,
450,6,367,,rbh-47,09'47,79'04,3,2,2,194.00,1,,,8,TRUE,,,,
451,1,368,,gvh-3134,08'30,79'02,1,2,1,215.00,1,,,1,TRUE,,,,
451,1,369,,gvh-3135,08'30,79'02,1,2,1,195.00,1,,,1,TRUE,,,,
451,1,370,,gvh-3136,08'30,79'02,1,2,1,210.00,1,,,1,TRUE,,,,
451,1,371,,gvh-3137,08'30,79'02,1,2,1,185.00,2,,,1,TRUE,,,,
452,2,374,,rbh-73,08'32,80'05,4,2,2,197.00,1,,,1,FALSE,11,,,
452,2,375,,rbh-74,08'32,80'05,4,2,2,246.00,1,,,1,FALSE,10,,,
452,7,372,,rbh-94,07'45,79'45,2,2,2,167.00,2,,,6,FALSE,8,,,
452,7,373,,rbh-95,07'44,79'47,2,2,2,115.00,2,,,6,FALSE,7,,,
453,5,376,,gvh-3189,07'35,79'50,2,2,2,150.00,1,,,6,TRUE,,,,
453,5,377,,gvh-3190,07'35,79'50,2,2,2,176.00,1,,,6,TRUE,,,,
453,5,378,,gvh-3191,07'35,79'50,2,2,2,160.00,1,,,6,TRUE,,,,
454,7,379,,dmf-7,06'35.106,80'42.663,1,1,2,,,,,5,FALSE,,"Lo desenredaron en el agua, lo liberaron ileso.",,
491,5,381,,dmf-536,06'29.533,80'31.101,3,2,2,145.00,2,,,6,TRUE,,,,
492,1,382,,epc-1,08'19,79'08,1,2,1,196.00,2,,,1,TRUE,,Los locos se arponearon antes de realizar la faena de pesca.,,
492,1,383,,epc-2,08'19,79'08,1,2,1,177.00,1,,,1,TRUE,,Los locos se arponearon antes de realizar la faena de pesca.,,
492,1,384,,epc-3,08'19,79'08,1,2,1,213.00,1,,,1,TRUE,,Los locos se arponearon antes de realizar la faena de pesca.,,
493,6,385,,gvh-3290,07´51,79´23,2,2,2,142.00,1,,,6,TRUE,,Se tomo fotografia pero no se coloco el numero. La captura del animal fue cerca a la costa.,,
497,2,386,,dmf-735,07´04.797,80´13.628,3,2,2,180.00,2,,,,TRUE,,,,
506,2,388,,gvh-3267,08´23,79´13,1,2,1,205.00,1,,,1,TRUE,26,Arponeado antes del lance 2 para uso como carnada.,,
506,2,389,,gvh-3268,08´25,79´18,1,2,2,198.00,1,,,1,TRUE,25,,,
509,1,387,,rbh-177,08´20,79´26,1,2,1,112.00,1,,,1,TRUE,27,"Antes de realizar el primer lance, fue arponeado para usar como carnada",,
513,1,396,,rbh-278,08'23,79'07,1,2,1,217.00,2,,,6,TRUE,23,Durante el viaje (a la zona de pesca) se arponearon los chanchos antes de la primera cala. No se uso carnada en las cazas.,,
513,1,397,,rbh-279,08'28,79'07,1,2,1,199.00,1,,,6,TRUE,22,,,
514,1,167,,jas-299,,,2,,,,,,,4,TRUE,,,,
514,1,399,,gvh-3372,08'32,79'09,1,2,1,208.00,1,,,1,TRUE,16,Fue arponeado antes del primer lance.,,
515,1,401,,rbh-337,08'20,79'05,1,2,1,175.00,2,,,1,TRUE,19,"Se arponearon antes de realizar el primer lance. Esta carnada se usa para la captura de tiburon azul y diamante, pero como en la zona de pesca solo hay tiburon martillo la carnada no se uso.",TC515-1-rbh337 Loco,
515,1,402,,rbh-338,08'21,79'06,1,2,1,203.00,2,,,1,TRUE,18,"Se arponearon antes de realizar el primer lance. Esta carnada se usa para la captura de tiburon azul y diamante, pero como en la zona de pesca solo hay tiburon martillo la carnada no se uso.",TC515-1-rbh338 Loco,
515,3,443,,rbh-338a,,,4,2,2,,,,,6,FALSE,,,,
515,4,444,,rbh-338b,,,4,2,2,,,,,6,FALSE,,,,
515,4,445,,rbh-338c,,,4,2,2,,,,,6,FALSE,,,,
516,2,405,,gvh,,,7,,,3.50,,,,,FALSE,,"Se enmallo durante el recojo del lance 2, por su gran tamano se desenmallo en el agua, tamano aprox 3,5 metros",,
516,2,406,,gvh-,,,7,,,3.50,,,,,FALSE,,"Se enmallo durante el recojo del lance 2, por su gran tamano se desenmallo en el agua, tamano aprox 3,5 metros",,
516,5,403,,gvh-3410,09'10,79'28,4,2,2,149.00,1,,,1,TRUE,,,TC516-5-gvh3410,
516,5,404,,gvh-3411,09'10,79'28,4,2,2,154.00,1,,,1,TRUE,,,,
517,6,400,,dmf-1101,06´24.840,80´47.238,2,2,2,148.00,1,,,3,TRUE,17,,,
524,1,407,,rbh-370,08'04,79'22,1,2,2,,2,,,1,TRUE,14,Arponeado antes de la primera cala.,TC524-1-rbh370 Loco,
524,1,408,,rbh-371,08'08,79'22,1,2,1,,1,,,1,TRUE,13,,TC524-1-rbh371,
525,4,446,,gvh-3467,08'12,79'39,1,2,2,216.00,1,,,6,FALSE,25,,,
525,4,447,,gvh-3468,08'12,79'39,1,2,2,209.00,1,,,6,FALSE,24,,,
528,1,532,,ebh-53,08'22367,79'28.422,1,1,1,204.00,1,,,1,TRUE,si,no esta la foto ni la muestra,,
528,1,533,,ebh-54,08'28,79'34,1,1,1,207.00,2,,,1,TRUE,si,no esta la foto ni la muestra,,
528,2,534,,ebh-55,08'30,80'18,1,2,2,172.00,2,,,1,TRUE,si,no esta la foto ni la muestra,,
528,4,535,,ebh-56,08'27,79'58,1,2,2,257.00,1,,,6,TRUE,Si,No esta la foto ni la muestra,,
529,1,410,,rbh-398,08´50.933,79´32.540,1,1,1,210.00,2,,,1,FALSE,,Fotos en digital,TC529-1-rbh398,
529,1,411,,rbh-399,08´51.650,79´33.552,1,1,1,219.00,2,,,1,TRUE,,Fotos en digital,TC529-1-rbh399,
529,4,412,,rbh-400,09´02.383,79´38.639,4,2,2,222.00,2,,,1,TRUE,,Fotos en digital,TC529-1-rbh400,
529,7,409,,,,,,,,,,,,,FALSE,,,,
531,6,413,,ebh-93,7'48,79'24,2,2,2,147.00,2,,,8,TRUE,1,,,
534,1,417,,rbh-469,08'14.490,79'08.767,1,1,1,217.00,2,,,1,TRUE,27,En la ruta,,
534,1,418,,rbh-470,08'04.633,79'25.737,1,1,1,202.00,2,,,1,TRUE,26,En la ruta,TC534-rbh470,
534,1,419,,rbh-471,08'04.595,79'27.720,1,1,1,204.00,2,,,1,TRUE,25,En la ruta,TC534-rbh471,
534,2,420,,rbh-472,07'50.353,80'17.257,1,2,2,197.00,1,,,1,TRUE,"19, 20",,TC534-2-rbh472,
534,2,421,,rbh-473,,,1,2,2,175.00,1,,,1,TRUE,"17, 18",,TC534-2-rbh473,
534,3,422,,rbh-474,08'03.016,80'15.825,1,2,2,,,,,6,FALSE,"15, 16","Quedo enmallado entre el pinger #13, no se midio el animal porque no se subio a bordo, habia vientos fuertes.",TC534-3-rbh474,
534,3,423,,rbh-475,,,1,2,2,,,,,6,FALSE,,"No se midio el animal porque no se subio a bordo, habia vientos fuertes.",,
534,3,424,,rbh-476,,,1,2,2,,,,,6,FALSE,,"No se midio el animal porque no se subio a bordo, habia vientos fuertes.",,
534,3,425,,rbh-477,,,1,2,2,,,,,6,FALSE,14,"Se capturo en el pinger #5, no se midio el animal porque no se subio a bordo, habia vientos fuertes.",TC534-3-rbh477,
534,4,426,,rbh-478,08'09.385,80'04.697,1,2,2,,,,,6,FALSE,,"Se capturo entre el pinger # 12 y 13, no se midio el animal porque no se subio a bordo, habia vientos fuertes.",,
534,4,427,,rbh-479,,,1,2,2,,,,,6,FALSE,,"Se capturo entre el pinger # 12 y 13, no se midio el animal porque no se subio a bordo, habia vientos fuertes.",,
534,5,428,,rbh-480,07'42.962,79'49.473,1,2,2,,,,,6,FALSE,,"Se capturo en el pinger #13, no se midio el animal porque no se subio a bordo, habia vientos fuertes.",,
534,5,429,,rbh-481,,,1,2,2,,,,,6,FALSE,12,"Se capturo en el pinger #4, no se midio el animal porque no se subio a bordo, habia vientos fuertes.",TC534-5-rbh481,
534,7,430,,rbh-482,08'11004,79'16.602,1,2,2,,,,,6,FALSE,11,"Se capturo en el pinger #12, no se midio el animal porque no se subio a bordo, habia vientos fuertes.",TC534-7-rbh482,
534,8,414,,rbh-483,08'27.233,79'16.915,5,2,2,208.00,1,,,4,TRUE,10,"Delphinus delphis (hocico corto), fue capturado en el pinger #3",TC534-8-rbh483,
534,8,415,,rbh-484,08'27.233,79'16.915,5,2,2,184.00,1,,,4,TRUE,,"Delphinus delphis (hocico corto), capturado en el pinger #1",,
534,8,416,,rbh-485,,,5,2,2,224.00,2,,,4,TRUE,7,"Delphinus delphis (hocico corto), capturado en el pinger #1",TC534-8-rbh485,
535,1,431,,rbh-522,08'35.048,79'49.777,3,2,2,195.00,2,,,4,TRUE,"26,27","Los chanchos no se acercaban al bote, no cayeron en la red. Se vio navegar una cantidad regular de bufeos por la zona de trabajo asi como cachalotes (cerca al pinger #17).",,
536,1,433,,rbh-582,08'40.060,79'16.135,1,1,1,219.00,1,,,1,TRUE,,,,
536,1,434,,rbh-583,08'40.948,79'16.708,1,1,1,184.00,2,,,1,TRUE,,,,
536,1,435,,rbh-584,09'01.358,79'24.553,1,1,1,203.00,2,,,1,TRUE,,,,
536,1,436,,rbh-585,09'03.602,79'24.737,1,1,1,219.00,2,,,1,TRUE,,,,
536,2,437,,rbh-586,09'10.443,79'35.657,3,2,2,178.00,1,,,1,TRUE,,Cerca al pinger #7,,
536,2,438,,rbh-587,09'10.443,79'35.657,3,2,2,201.00,1,,,1,TRUE,,,,
536,7,439,,rbh-588,09'07.020,79'50.628,4,2,2,,,,,6,FALSE,,"Cerca al pinger #11, no se midio.",,
536,8,432,,rbh-589,08'55.058,79'27.882,1,2,2,,,,,6,FALSE,,"Cerca al pinger #4, no se midio.",,
537,1,440,,rbh-590,09'15.558,79'25.882,1,1,1,192.00,2,,,1,TRUE,18,,,
537,1,441,,rbh-591,09'18.788,79'24.682,1,1,1,203.00,2,,,1,TRUE,17,,TC537-rbh591,
537,1,442,,rbh-592,09'20.640,79'23.787,1,1,1,195.00,2,,,1,TRUE,16,,TC537-rbh592,
538,1,448,,rbh-633,08'10.943,79'25.313,2,2,2,180.00,2,,,6,TRUE,15,Por esta zona se ven pocos chanchos.,TC538-01-rbh633,
538,1,450,,rbh-633a,08'10.943,79'25.313,2,2,2,103.00,1,,,6,TRUE,14,Por esta zona se ven pocos chanchos.,TC538-01-rbh633a,
538,2,449,,rbh-641,08'15.772,79'19.463,2,2,2,158.00,1,,,6,TRUE,13,Por esta zona se ven pocos chanchos.,TC538-02-rbh641,
539,1,452,,rbh-720,08'10.562,79'21.492,1,1,1,211.00,2,,,1,TRUE,12,"No se capturaron chanchos marinos en la red durante este viaje, ademas no se obsevan muchos de ellos.",TC539-rbh720,
539,1,453,,rbh-721,08'11.500,79'34.252,1,1,1,204.00,2,,,1,TRUE,11,"No se capturaron chanchos marinos en la red durante este viaje, ademas no se obsevan muchos de ellos.",TC539-rbh721,
539,1,454,,rbh-722,08'25.538,79'43.815,1,1,1,199.00,2,,,1,TRUE,8,"No se capturaron chanchos marinos en la red durante este viaje, ademas no se obsevan muchos de ellos.",TC539-rbh722,
539,1,455,,rbh-723,08'24.885,79'44.502,1,1,1,218.00,1,,,1,TRUE,7,"No se capturaron chanchos marinos en la red durante este viaje, ademas no se obsevan muchos de ellos.",TC539-rbh723,
541,2,456,,ebh,,,1,,2,297.00,1,,,,FALSE,15,Loco capturado en red,TC541-02-ebh loco,
542,4,457,,ebh-,,,1,,,175.00,1,,,,FALSE,12,,,
543,1,458,,rbh-783,08'33.018,79'20.175,1,1,1,211.00,2,,,1,TRUE,27,"Capturado antes del lance, para usar como carnada.",TC543-01-rbh783,
543,1,459,,rbh-784,08'33.520,79'26.843,1,1,1,210.00,2,,,1,TRUE,26,"Capturado antes del lance, para usar como carnada.",TC543-01-rbh784,
543,1,460,,rbh-785,08'35.998,79'21.002,1,1,1,208.00,2,,,1,TRUE,25,"Capturado antes del lance, para usar como carnada.",TC543-01-rbh785,
543,1,461,,rbh-786,08'36.697,79'23.568,1,1,1,209.00,2,,,1,TRUE,25,"Capturado antes del lance, para usar como carnada.",TC543-01-rbh786,
543,6,463,,rbh-787,08'15.295,79'11.322,1,2,2,,,,,6,FALSE,21,"Enredado cerca al pinger #09, no se pudo medir.",,
544,4,464,,rbh-793,09'56.668,78'53.197,3,2,2,232.00,2,,,1,TRUE,19,,,
547,1,465,,rbh-870,08'18.867,79'16.145,1,2,2,209.00,1,,,6,TRUE,17,Enmallado cerca al pinger #02,TC547-01-rbh870,
552,2,466,,rbh-970,09'20.525,78'59.015,1,2,2,,,,,6,FALSE,,,,
553,1,467,,,,,,,,,,,,,FALSE,,,,
553,1,468,,,,,,,,,,,,,FALSE,,,,
553,5,469,,rbh-971,08'40.019,79'07.001,2,2,2,,,,,8,FALSE,,"Se divisaron bastantes chanchos, locos (coordenadas 08'39.000; 78'58.000 - 08'47.000; 79'57.000) el dia 01/03/10. Ninguno amayado",,
553,5,470,,rbh-972,08'40.019,79'07.001,2,2,2,,,,,8,FALSE,,,,
556,2,471,,rbh-1039,07'49.617,79'55.489,1,2,2,235.00,2,,,1,TRUE,19,,TC556-02-rbh1039,
560,2,472,,rbh 1070,09'19.182,78'50.066,3,2,2,,,,,6,TRUE,19,"Fue desamayado en el agua, no se subio a la lancha, por lo tanto no fue medido.",TC560-02-rbh1070,
560,2,473,,rbh 1071,09'19.182,78'50.066,3,2,2,,,,,6,TRUE,18,"Fue desamayado en el agua, no se subio a la lancha, por lo tanto no fue medido.",TC560-02-rbh1071,
560,2,474,,rbh 1072,09'19.182,78'50.066,3,2,2,,,,,1,TRUE,17,"Fue desamayado en el agua, no se subio a la lancha, por lo tanto no fue medido.",TC560-02-rbh1072,
561,5,475,,rbh-1104,08'15.128,79'48.560,1,2,2,201.00,2,,,6,FALSE,16 y15,La ficha indica que la muestra tomada esta extraviada.,TC561-05-rbh1104b,
561,6,476,,,,,,,,,,,,,FALSE,,,,
562,5,477,,rbh 1134,08'08.841,79'18.348,2,2,2,149.00,2,,,8,FALSE,27,La muestra esta senalada en el informe como perdida,TC562-05-rbh1134,
564,1,478,,rbh 1161,06'20.982,81'10.903,1,2,2,,1,,,6,TRUE,26,,TC564-01-rbh1161,
564,1,479,,rbh 1162,06'20.982,81'10.903,1,2,2,109.00,1,,,6,TRUE,25,,TC564-01-rbh1162,
564,4,480,,rbh 1178,07'21.161,80'57.113,1,2,2,118.00,2,,,8,TRUE,23,,TC564-04-rbh1178,
568,3,481,,rbh 1209,09'15.988,79'33.500,4,2,2,250.00,1,,,6,TRUE,3,,TC568-03-rbh1209a,
568,3,482,,rbh 1210,09'15.988,79'33.500,4,2,2,165.00,1,,,1,TRUE,1,,TC568-03-rbh1210,
572,1,483,,rbh-1225,08'38.056,80'13.206,4,2,2,,2,,,6,TRUE,1-2,,TC572-01-rbh1225a,
572,3,484,,rbh-1237,08'40.532,80'21.701,4,2,2,,2,,,6,TRUE,3,,TC572-03-rbh1237,
